"search-number","evaluation","evals-requested-so-far","density*","probability-of-spread*","south-wind-speed*","west-wind-speed*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","176","500","88","54","15","24","""1632414260""","22.14310304216267","22.14310304216267","22.14310304216267","0","22.14310304216267"
"1","177","500","88","54","15","24","""875167900""","23.43050749189209","23.43050749189209","23.43050749189209","0","23.43050749189209"
"1","178","500","88","54","15","24","""797701129""","23.818645078516056","23.818645078516056","23.818645078516056","0","23.818645078516056"
"1","179","500","88","54","15","24","""-961830203""","22.677387808323374","22.677387808323374","22.677387808323374","0","22.677387808323374"
"1","180","500","88","54","15","24","""-1241997764""","21.713591616961875","21.713591616961875","21.713591616961875","0","21.713591616961875"
"1","181","500","40","59","15","18","""1549235254""","1.5631819083515175","1.5631819083515175","1.5631819083515175","0","1.5631819083515175"
"1","182","500","40","59","15","18","""1383281326""","1.6021789633902106","1.6021789633902106","1.6021789633902106","0","1.6021789633902106"
"1","183","500","40","59","15","18","""1331410885""","1.7994653473247417","1.7994653473247417","1.7994653473247417","0","1.7994653473247417"
"1","184","500","40","59","15","18","""1900711827""","1.6947794382787773","1.6947794382787773","1.6947794382787773","0","1.6947794382787773"
"1","185","500","40","59","15","18","""30422091""","1.5295062224006424","1.5295062224006424","1.5295062224006424","0","1.5295062224006424"
"1","186","500","40","59","15","18","""-516068498""","1.7749108538002323","1.7749108538002323","1.7749108538002323","0","1.7749108538002323"
"1","187","500","40","59","15","18","""-743229560""","1.611170784103115","1.611170784103115","1.611170784103115","0","1.611170784103115"
"1","188","500","40","59","15","18","""-1169503656""","1.6685822995521384","1.6685822995521384","1.6685822995521384","0","1.6685822995521384"
"1","189","500","40","59","15","18","""-1765348829""","1.6669318905155952","1.6669318905155952","1.6669318905155952","0","1.6669318905155952"
"1","190","500","40","59","15","18","""1816834719""","1.7383021788308133","1.7383021788308133","1.7383021788308133","0","1.7383021788308133"
"1","191","500","71","60","9","5","""-632028736""","2.437602314264571","2.437602314264571","2.437602314264571","0","2.437602314264571"
"1","192","500","71","60","9","5","""-1129960556""","2.303361966492475","2.303361966492475","2.303361966492475","0","2.303361966492475"
"1","193","500","71","60","9","5","""-1937375464""","2.0692444224763533","2.0692444224763533","2.0692444224763533","0","2.0692444224763533"
"1","194","500","71","60","9","5","""1904549645""","2.4008257045413752","2.4008257045413752","2.4008257045413752","0","2.4008257045413752"
"1","195","500","71","60","9","5","""2109750926""","2.784353511441777","2.784353511441777","2.784353511441777","0","2.784353511441777"
"1","196","500","71","60","9","5","""1093272068""","2.136386172082751","2.136386172082751","2.136386172082751","0","2.136386172082751"
"1","197","500","71","60","9","5","""595408699""","1.908525495655298","1.908525495655298","1.908525495655298","0","1.908525495655298"
"1","198","500","71","60","9","5","""-214325930""","2.74594933309462","2.74594933309462","2.74594933309462","0","2.74594933309462"
"1","199","500","71","60","9","5","""-1590053368""","2.47486986178424","2.47486986178424","2.47486986178424","0","2.47486986178424"
"1","200","500","71","60","9","5","""-1327856971""","2.2712451370617734","2.2712451370617734","2.2712451370617734","0","2.2712451370617734"
"1","201","500","50","60","25","18","""-1703057082""","1.5425888665325285","1.5425888665325285","1.5425888665325285","0","1.5425888665325285"
"1","202","500","50","60","25","18","""-406384206""","1.7003661837287056","1.7003661837287056","1.7003661837287056","0","1.7003661837287056"
"1","203","500","50","60","25","18","""-2140822010""","1.6307307852497357","1.6307307852497357","1.6307307852497357","0","1.6307307852497357"
"1","204","500","50","60","25","18","""632914148""","1.5359766911578414","1.5359766911578414","1.5359766911578414","0","1.5359766911578414"
"1","205","500","50","60","25","18","""244393446""","1.6571954665227466","1.6571954665227466","1.6571954665227466","0","1.6571954665227466"
"1","206","500","50","60","25","18","""2000690259""","1.743370729219786","1.743370729219786","1.743370729219786","0","1.743370729219786"
"1","207","500","50","60","25","18","""660081686""","1.988445948102518","1.988445948102518","1.988445948102518","0","1.988445948102518"
"1","208","500","50","60","25","18","""914654404""","1.5664300041389412","1.5664300041389412","1.5664300041389412","0","1.5664300041389412"
"1","209","500","50","60","25","18","""1861805235""","1.7623523434523054","1.7623523434523054","1.7623523434523054","0","1.7623523434523054"
"1","210","500","50","60","25","18","""-519518006""","1.6135718613476193","1.6135718613476193","1.6135718613476193","0","1.6135718613476193"
"1","211","500","40","97","8","20","""-832993979""","2.160640659689185","2.160640659689185","2.160640659689185","0","2.160640659689185"
"1","212","500","40","97","8","20","""1892756445""","1.9787336104892868","1.9787336104892868","1.9787336104892868","0","1.9787336104892868"
"1","213","500","40","97","8","20","""-1835176978""","1.7752898840463815","1.7752898840463815","1.7752898840463815","0","1.7752898840463815"
"1","214","500","40","97","8","20","""204820980""","2.2419374175758304","2.2419374175758304","2.2419374175758304","0","2.2419374175758304"
"1","215","500","40","97","8","20","""-1060155195""","2.063700345938208","2.063700345938208","2.063700345938208","0","2.063700345938208"
"1","216","500","40","97","8","20","""986228739""","2.127659574468085","2.127659574468085","2.127659574468085","0","2.127659574468085"
"1","217","500","40","97","8","20","""1719971156""","2.1830562787903065","2.1830562787903065","2.1830562787903065","0","2.1830562787903065"
"1","218","500","40","97","8","20","""-612457887""","2.077021208738638","2.077021208738638","2.077021208738638","0","2.077021208738638"
"1","219","500","40","97","8","20","""-2069758277""","2.178579947523257","2.178579947523257","2.178579947523257","0","2.178579947523257"
"1","220","500","40","97","8","20","""1710197398""","2.0326332923101353","2.0326332923101353","2.0326332923101353","0","2.0326332923101353"
"1","221","500","71","89","7","12","""-1981869567""","30.925457354620566","30.925457354620566","30.925457354620566","0","30.925457354620566"
"1","222","500","71","89","7","12","""1704398569""","29.9966446706185","29.9966446706185","29.9966446706185","0","29.9966446706185"
"1","223","500","71","89","7","12","""-778080105""","28.69089523126247","28.69089523126247","28.69089523126247","0","28.69089523126247"
