"search-number","evaluation","evals-requested-so-far","density*","probability-of-spread*","south-wind-speed*","west-wind-speed*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","89","160","58","93","5","12","""-3336653""","5.773482925231349","5.773482925231349","5.773482925231349","0","5.773482925231349"
"1","90","160","58","93","5","12","""-1919894258""","6.717565637701857","6.717565637701857","6.717565637701857","0","6.717565637701857"
"1","91","160","97","76","25","24","""-1422159366""","39.55876071886191","39.55876071886191","39.55876071886191","0","39.55876071886191"
"1","92","160","97","76","25","24","""-315070808""","39.44484664999342","39.44484664999342","39.44484664999342","0","39.44484664999342"
"1","93","160","97","76","25","24","""-517118761""","39.57432821102802","39.57432821102802","39.57432821102802","0","39.57432821102802"
"1","94","160","97","76","25","24","""704699667""","39.46348194631534","39.46348194631534","39.46348194631534","0","39.46348194631534"
"1","95","160","97","76","25","24","""-231968961""","39.58593493263227","39.58593493263227","39.58593493263227","0","39.58593493263227"
"1","96","160","97","76","25","24","""852785238""","39.6523396424816","39.6523396424816","39.6523396424816","0","39.6523396424816"
"1","97","160","97","76","25","24","""-1510787652""","39.60270776510795","39.60270776510795","39.60270776510795","0","39.60270776510795"
"1","98","160","97","76","25","24","""33954730""","39.55627083572825","39.55627083572825","39.55627083572825","0","39.55627083572825"
"1","99","160","97","76","25","24","""-1269034857""","39.56773091577979","39.56773091577979","39.56773091577979","0","39.56773091577979"
"1","100","160","97","76","25","24","""778675059""","39.58490566037736","39.58490566037736","39.58490566037736","0","39.58490566037736"
"1","101","160","59","42","24","21","""-66721651""","1.4840244363950912","1.4840244363950912","1.4840244363950912","0","1.4840244363950912"
"1","102","160","59","42","24","21","""271006305""","1.1854612227262906","1.1854612227262906","1.1854612227262906","0","1.1854612227262906"
"1","103","160","59","42","24","21","""1143146514""","1.5583428354237931","1.5583428354237931","1.5583428354237931","0","1.5583428354237931"
"1","104","160","59","42","24","21","""186632369""","1.3270987620952484","1.3270987620952484","1.3270987620952484","0","1.3270987620952484"
"1","105","160","59","42","24","21","""-1183712154""","1.3155411780563417","1.3155411780563417","1.3155411780563417","0","1.3155411780563417"
"1","106","160","59","42","24","21","""-367125024""","1.286034636479075","1.286034636479075","1.286034636479075","0","1.286034636479075"
"1","107","160","59","42","24","21","""-1897164465""","1.0975346020761245","1.0975346020761245","1.0975346020761245","0","1.0975346020761245"
"1","108","160","59","42","24","21","""-376022611""","1.2970450166879224","1.2970450166879224","1.2970450166879224","0","1.2970450166879224"
"1","109","160","59","42","24","21","""808840357""","1.3430617484123768","1.3430617484123768","1.3430617484123768","0","1.3430617484123768"
"1","110","160","59","42","24","21","""83913653""","1.3502223420024255","1.3502223420024255","1.3502223420024255","0","1.3502223420024255"
"1","111","160","81","72","16","10","""-1621567694""","26.961857968783914","26.961857968783914","26.961857968783914","0","26.961857968783914"
